id,key,value,type
5704756,name_base,Polhemus,tiger
5704756,name_type,Ave,tiger
5704756,zip_right,11433,tiger
5704857,name,54th Place,regular
5704857,oneway,yes,regular
5704857,highway,residential,regular
5704857,cfcc,A41,tiger
5704857,county,"Queens, NY",tiger
5704857,reviewed,no,tiger
5704857,zip_left,11378,tiger
5704857,name_base,54th,tiger
5704857,name_type,Pl,tiger
5704918,name,138th Street,regular
5704918,highway,residential,regular
5704918,cfcc,A41,tiger
5704918,county,"Queens, NY",tiger
5704918,reviewed,no,tiger
5704918,zip_left,11354,tiger
5704918,name_base,138th,tiger
5704918,name_type,St,tiger
5704918,zip_right,11354,tiger
5704918,zip_left_1,11354,tiger
5704918,zip_right_1,11354,tiger
5705122,hgv,local,regular
5705122,name,Grand Avenue,regular
5705122,oneway,no,regular
5705122,highway,primary,regular
5705122,hgv,Rules of the City of New York Title 34 §4-13 http://24.97.137.100/nyc/rcny/Title34_4-13.asp,source
5705122,cfcc,A41,tiger
5705122,county,"Queens, NY",tiger
5705122,reviewed,no,tiger
5705122,zip_left,11373,tiger
5705122,name_base,Grand,tiger
5705122,name_type,Ave,tiger
5705122,zip_right,11373,tiger
5706033,name,Beach 181st Street,regular
5706033,highway,residential,regular
5706033,cfcc,A41,tiger
5706033,county,"Queens, NY",tiger
5706033,reviewed,no,tiger
5706033,name_base,Beach 181st,tiger
5706033,name_type,St,tiger
5706060,name,45th Street,regular
5706060,oneway,yes,regular
5706060,highway,residential,regular
5706060,cfcc,A41,tiger
5706060,county,"Queens, NY",tiger
5706060,reviewed,no,tiger
5706060,zip_left,11103,tiger
5706060,name_base,45th,tiger
5706060,name_type,St,tiger
5706060,zip_right,11103,tiger
5706060,zip_left_1,11103,tiger
5706060,zip_right_1,11103,tiger
5706174,name,100th Street,regular
5706174,highway,residential,regular
5706174,cfcc,A41,tiger
5706174,county,"Queens, NY",tiger
5706174,reviewed,no,tiger
5706174,zip_left,11417,tiger
5706174,name_base,100th,tiger
5706174,name_type,St,tiger
5706174,zip_right,11417,tiger
5706187,name,114th Road,regular
5706187,highway,residential,regular
5706187,cfcc,A41,tiger
5706187,county,"Queens, NY",tiger
5706187,reviewed,no,tiger
5706187,zip_left,11411,tiger
5706187,name_base,114th,tiger
5706187,name_type,Rd,tiger
5706187,zip_right,11411,tiger
5706761,name,Spencer Avenue,regular
5706761,highway,residential,regular
5706761,cfcc,A41,tiger
5706761,tlid,59738958,tiger
5706761,county,"Queens, NY",tiger
5706761,source,tiger_import_dch_v0.6_20070829,tiger
5706761,reviewed,no,tiger
5706761,name_base,Spencer,tiger
5706761,name_type,Ave,tiger
5706761,separated,no,tiger
5706761,upload_uuid,bulk_upload.pl-76c2f01f-97e8-4577-832a-27364377b656,tiger
5707422,name,Belknap Street,regular
5707422,highway,residential,regular
5707422,cfcc,A41,tiger
5707422,county,"Queens, NY",tiger
5707422,reviewed,no,tiger
5707422,name_base,Belknap,tiger
5707422,name_type,St,tiger
5707758,name,71st Road,regular
5707758,highway,residential,regular
5707758,cfcc,A41,tiger
5707758,county,"Queens, NY",tiger
5707758,reviewed,no,tiger
5707758,zip_left,11426,tiger
5707758,name_base,71st,tiger
5707758,name_type,Rd,tiger
5707758,zip_right,11426,tiger
5707891,name,95th Street,regular
5707891,highway,residential,regular
5707891,cfcc,A41,tiger
5707891,tlid,59707729,tiger
5707891,county,"Queens, NY",tiger
5707891,source,tiger_import_dch_v0.6_20070829,tiger
5707891,reviewed,no,tiger
5707891,zip_left,11417,tiger
5707891,name_base,95th,tiger
5707891,name_type,St,tiger
5707891,separated,no,tiger
5707891,zip_right,11417,tiger
5707891,upload_uuid,bulk_upload.pl-76c2f01f-97e8-4577-832a-27364377b656,tiger
5707927,oneway,yes,regular
5707927,highway,motorway_link,regular
5707927,cfcc,A41,tiger
5707927,tlid,59725648:59738893; 59732803,tiger
5707927,county,"Queens, NY",tiger
5707927,source,tiger_import_dch_v0.6_20070829,tiger
5707927,zip_left,11362,tiger
5707927,separated,no,tiger
5707927,zip_right,11362,tiger
5707927,upload_uuid,bulk_upload.pl-76c2f01f-97e8-4577-832a-27364377b656,tiger
5709727,name,165th Street,regular
5709727,oneway,yes,regular
5709727,highway,residential,regular
5709727,cfcc,A41,tiger
5709727,county,"Queens, NY",tiger
5709727,reviewed,no,tiger
5709727,zip_left,11432,tiger
5709727,name_base,165th,tiger
5709727,name_type,St,tiger
5709727,zip_right,11432,tiger
5710026,name,Dinsmore Avenue,regular
5710026,oneway,yes,regular
5710026,highway,residential,regular
5710026,cfcc,A41,tiger
5710026,county,"Queens, NY",tiger
5710026,reviewed,no,tiger
5710026,zip_left,11691,tiger
5710026,name_base,Dinsmore,tiger
5710026,name_type,Ave,tiger
5710026,zip_right,11691,tiger
5710077,name,157th Street,regular
5710077,highway,residential,regular
5710077,cfcc,A41,tiger
5710077,tlid,59719556,tiger
5710077,county,"Queens, NY",tiger
5710077,source,tiger_import_dch_v0.6_20070829,tiger
5710077,reviewed,no,tiger
5710077,zip_left,11434,tiger
5710077,name_base,157th,tiger
5710077,name_type,St,tiger
5710077,separated,no,tiger
5710077,zip_right,11434,tiger
5710077,upload_uuid,bulk_upload.pl-76c2f01f-97e8-4577-832a-27364377b656,tiger
5710212,name,101st Road,regular
5710212,highway,residential,regular
5710212,cfcc,A41,tiger
5710212,tlid,59708046,tiger
5710212,county,"Queens, NY",tiger
5710212,source,tiger_import_dch_v0.6_20070829,tiger
5710212,reviewed,no,tiger
5710212,zip_left,11416,tiger
5710212,name_base,101st,tiger
5710212,name_type,Rd,tiger
5710212,separated,no,tiger
5710212,zip_right,11416,tiger
5710212,upload_uuid,bulk_upload.pl-76c2f01f-97e8-4577-832a-27364377b656,tiger
5710942,oneway,yes,regular
5710942,highway,motorway_link,regular
5710942,cfcc,A63,tiger
5710942,tlid,59886937,tiger
5710942,county,"Richmond, NY",tiger
5710942,source,tiger_import_dch_v0.6_20070829,tiger
5710942,reviewed,no,tiger
5710942,upload_uuid,bulk_upload.pl-4df39026-8059-4e8b-9c46-3a12d1396a19,tiger
5711170,lit,yes,regular
5711170,name,Tompkins Street,regular
5711170,lanes,2,regular
5711170,highway,residential,regular
5711170,surface,asphalt,regular
5711170,maxspeed,25 mph,regular
5711170,sidewalk,left,regular
5711170,cfcc,A41,tiger
5711170,county,"Richmond, NY",tiger
5711170,reviewed,no,tiger
5711170,name_base,Tompkins,tiger
5711170,name_type,St,tiger
5711830,name,Monterey Avenue,regular
5711830,highway,residential,regular
5711830,cfcc,A41,tiger
5711830,county,"Richmond, NY",tiger
5711830,reviewed,no,tiger
5711830,zip_left,10312,tiger
5711830,name_base,Monterey,tiger
5711830,name_type,Ave,tiger
5711830,zip_right,10312,tiger
5712001,lit,yes,regular
5712001,name,Ridgewood Place,regular
5712001,oneway,yes,regular
5712001,highway,residential,regular
5712001,surface,asphalt,regular
5712001,maxspeed,25 mph,regular
5712001,sidewalk,both,regular
5712001,cfcc,A41,tiger
5712001,county,"Richmond, NY",tiger
5712001,reviewed,no,tiger
5712001,zip_left,10301,tiger
5712001,name_base,Ridgewood,tiger
5712001,name_type,Pl,tiger
5712001,zip_right,10301,tiger
5712943,name,Courtney Loop,regular
5712943,highway,residential,regular
5712943,cfcc,A41,tiger
5712943,tlid,59887302:59887303,tiger
5712943,county,"Richmond, NY",tiger
5712943,source,tiger_import_dch_v0.6_20070829,tiger
5712943,reviewed,no,tiger
5712943,name_base,Courtney,tiger
5712943,name_type,Loop,tiger
5712943,separated,no,tiger
5712943,upload_uuid,bulk_upload.pl-4df39026-8059-4e8b-9c46-3a12d1396a19,tiger
5713133,name,Carol Place,regular
5713133,oneway,yes,regular
5713133,highway,residential,regular
5713133,cfcc,A41,tiger
5713133,county,"Richmond, NY",tiger
5713133,reviewed,no,tiger
5713133,zip_left,10303,tiger
5713133,name_base,Carol,tiger
5713133,name_type,Pl,tiger
5713133,zip_right,10303,tiger
5713133,zip_left_1,10303,tiger
5713320,name,Fine Boulevard,regular
5713320,highway,residential,regular
5713320,cfcc,A41,tiger
5713320,county,"Richmond, NY",tiger
5713320,zip_left,10314,tiger
5713320,name_base,Fine,tiger
5713320,name_type,Blvd,tiger
5713675,name,Ismay Street,regular
5713675,highway,residential,regular
5713675,cfcc,A41,tiger
5713675,county,"Richmond, NY",tiger
5713675,reviewed,no,tiger
5713675,zip_left,10314,tiger
5713675,name_base,Ismay,tiger
5713675,name_type,St,tiger
5713675,zip_right,10314,tiger
5714161,name,Kensington Avenue,regular
5714161,highway,residential,regular
5714161,cfcc,A41,tiger
5714161,county,"Richmond, NY",tiger
5714161,reviewed,no,tiger
5714161,zip_left,10305,tiger
5714161,name_base,Kensington,tiger
5714161,name_type,Ave,tiger
5714161,zip_right,10305,tiger
5715557,name,Maria Lane,regular
5715557,highway,residential,regular
5715557,cfcc,A41,tiger
5715557,county,"Richmond, NY",tiger
5715557,reviewed,no,tiger
5715557,name_base,Maria,tiger
5715557,name_type,Ln,tiger
5715577,name,Eltinge Street,regular
5715577,highway,residential,regular
5715577,cfcc,A41,tiger
5715577,county,"Richmond, NY",tiger
5715577,reviewed,no,tiger
5715577,zip_left,10304,tiger
5715577,name_base,Eltinge,tiger
5715577,name_type,St,tiger
5715577,zip_right,10304,tiger
5716117,name,Peare Place,regular
5716117,highway,residential,regular
5716117,cfcc,A41,tiger
5716117,county,"Richmond, NY",tiger
5716117,reviewed,no,tiger
5716117,zip_left,10312,tiger
5716117,name_base,Peare,tiger
5716117,name_type,Pl,tiger
5716117,zip_right,10312,tiger
5717382,hgv,local,regular
5717382,name,School Road,regular
5717382,oneway,yes,regular
5717382,bicycle,yes,regular
5717382,highway,secondary,regular
5717382,cycleway,lane,regular
5717382,cfcc,A41,tiger
5717382,county,"Richmond, NY",tiger
5717382,reviewed,no,tiger
5717382,zip_left,10305,tiger
5717382,name_base,School,tiger
5717382,name_type,Rd,tiger
5717382,zip_right,10305,tiger
5717407,name,Turner Street,regular
5717407,highway,residential,regular
5717407,cfcc,A41,tiger
5717407,county,"Richmond, NY",tiger
5717407,reviewed,no,tiger
5717407,name_base,Turner,tiger
5717407,name_type,St,tiger
8119595,toll,no,regular
8119595,oneway,yes,regular
8119595,highway,motorway_link,regular
10166272,name,Windsor Place,regular
10166272,highway,residential,regular
10166272,cfcc,A41,tiger
10166272,county,"Fairfield, CT",tiger
10166272,reviewed,no,tiger
10166272,zip_left,06854,tiger
10166272,name_base,Windsor,tiger
10166272,name_type,Pl,tiger
10166272,zip_right,06854,tiger
10167439,name,Cross Road,regular
10167439,highway,residential,regular
10167439,cfcc,A41,tiger
10167439,county,"Fairfield, CT",tiger
10167439,reviewed,no,tiger
10167439,zip_left,06905,tiger
10167439,name_base,Cross,tiger
10167439,name_type,Rd,tiger
10167439,zip_right,06905,tiger
10168281,name,Audubon Lane,regular
10168281,highway,residential,regular
10168281,cfcc,A41,tiger
10168281,county,"Fairfield, CT",tiger
10168281,zip_left,06831,tiger
10168281,name_base,Audubon,tiger
10168281,name_type,Ln,tiger
10168281,zip_right,06831,tiger
10169654,name,Mission Street,regular
10169654,highway,residential,regular
10169654,cfcc,A41,tiger
10169654,county,"Fairfield, CT",tiger
10169654,reviewed,no,tiger
10169654,zip_left,06902,tiger
10169654,name_base,Mission,tiger
10169654,name_type,St,tiger
10169654,zip_right,06902,tiger
10170196,name,Reed Lane,regular
10170196,highway,residential,regular
10170196,cfcc,A41,tiger
10170196,county,"Fairfield, CT",tiger
10170196,reviewed,no,tiger
10170196,zip_left,06878,tiger
10170196,name_base,Reed,tiger
10170196,name_type,Ln,tiger
10170196,zip_right,06878,tiger
10170542,name,Oakshade Avenue,regular
10170542,highway,residential,regular
10170542,cfcc,A41,tiger
10170542,county,"Fairfield, CT",tiger
10170542,reviewed,no,tiger
10170542,zip_left,06820,tiger
10170542,name_base,Oakshade,tiger
10170542,name_type,Ave,tiger
10170542,zip_right,06820,tiger
10173881,name,Hawthorne Street North,regular
10173881,highway,residential,regular
10173881,cfcc,A41,tiger
10173881,county,"Fairfield, CT",tiger
10173881,reviewed,no,tiger
10173881,zip_left,06831,tiger
10173881,name_base,Hawthorne,tiger
10173881,name_type,St,tiger
10173881,zip_right,06831,tiger
10173881,name_direction_suffix,N,tiger
10174642,name,Edgewood Avenue,regular
10174642,highway,residential,regular
10174642,cfcc,A41,tiger
10174642,county,"Fairfield, CT",tiger
10174642,reviewed,no,tiger
10174642,zip_left,06907,tiger
10174642,name_base,Edgewood,tiger
10174642,name_type,Ave,tiger
10174642,zip_right,06907,tiger
10174757,name,Shorehame Club Drive,regular
10174757,highway,residential,regular
10174757,cfcc,A41,tiger
10174757,county,"Fairfield, CT",tiger
10174757,reviewed,no,tiger
10174757,zip_left,06870,tiger
10174757,name_base,Shorehame Club,tiger
10174757,name_type,Dr,tiger
10174757,zip_right,06870,tiger
10174863,name,Hale Lane,regular
10174863,highway,residential,regular
10174863,cfcc,A41,tiger
10174863,county,"Fairfield, CT",tiger
10174863,reviewed,no,tiger
10174863,zip_left,06820,tiger
10174863,name_base,Hale,tiger
10174863,name_type,Ln,tiger
10174863,zip_right,06820,tiger
10178142,name,Byram Dock Street,regular
10178142,access,private,regular
10178142,highway,residential,regular
10178142,cfcc,A41,tiger
10178142,county,"Fairfield, CT",tiger
10178142,reviewed,no,tiger
10178142,name_base,Byram Dock,tiger
10178142,name_type,St,tiger
10181537,name,Pierce Place,regular
10181537,highway,residential,regular
10181537,cfcc,A41,tiger
10181537,county,"Fairfield, CT",tiger
10181537,reviewed,no,tiger
10181537,zip_left,06906,tiger
10181537,name_base,Pierce,tiger
10181537,name_type,Pl,tiger
10181537,zip_right,06906,tiger
10181764,name,St Benedict Circle,regular
10181764,highway,residential,regular
10181764,cfcc,A41,tiger
10181764,county,"Fairfield, CT",tiger
10181764,reviewed,no,tiger
10181764,zip_left,06902,tiger
10181764,name_base,St Benedict,tiger
10181764,name_type,Cir,tiger
10181764,zip_right,06902,tiger
10182531,highway,tertiary,regular
10182531,name,Round Hill Road,regular
10182531,cfcc,A41,tiger
10182531,county,"Fairfield, CT",tiger
10182531,name_base,Round Hill,tiger
10182531,name_type,Rd,tiger
10182531,zip_left,06831,tiger
10182531,zip_right,06831,tiger
10183532,name,Hall Place,regular
10183532,highway,residential,regular
10183532,cfcc,A41,tiger
10183532,county,"Fairfield, CT",tiger
10183532,reviewed,no,tiger
10183532,zip_left,06902,tiger
10183532,name_base,Hall,tiger
10183532,name_type,Pl,tiger
10183532,zip_right,06902,tiger
10185872,name,Mead Point Drive,regular
10185872,access,private,regular
10185872,highway,residential,regular
10185872,cfcc,A41,tiger
10185872,county,"Fairfield, CT",tiger
10185872,reviewed,no,tiger
10185872,zip_left,06830,tiger
10185872,name_base,Mead,tiger
10185872,name_type,Pt Dr,tiger
10185872,zip_right,06830,tiger
10252592,hgv,no,regular
10252592,lit,yes,regular
10252592,ref,BRP,regular
10252592,name,Bronx River Parkway,regular
10252592,lanes,3,regular
10252592,oneway,yes,regular
10252592,highway,motorway,regular
10252592,surface,asphalt,regular
10252592,maxspeed,45 mph,regular
11562391,access,private,regular
11562391,highway,service,regular
11562391,cfcc,A74,tiger
11562391,tlid,64420308,tiger
11562391,county,"Bergen, NJ",tiger
11562391,source,tiger_import_dch_v0.6_20070828,tiger
11562391,reviewed,no,tiger
11562391,upload_uuid,bulk_upload.pl-5b68207f-8509-44f2-bf52-94cbb5c7f59c,tiger
11563593,toll,no,regular
11563593,oneway,yes,regular
11563593,highway,motorway_link,regular
11563593,cfcc,A63,tiger
11563593,tlid,64398276,tiger
11563593,county,"Bergen, NJ",tiger
11563593,source,tiger_import_dch_v0.6_20070828,tiger
11563593,reviewed,no,tiger
11563593,upload_uuid,bulk_upload.pl-5b68207f-8509-44f2-bf52-94cbb5c7f59c,tiger
11564097,name,Palisades Avenue,regular
11564097,highway,residential,regular
11564097,cfcc,A41,tiger
11564097,county,"Bergen, NJ",tiger
11564097,reviewed,no,tiger
11564097,zip_left,07626,tiger
11564097,name_base,Palisades,tiger
11564097,name_type,Ave,tiger
11564097,zip_right,07626,tiger
11564841,highway,residential,regular
11564841,name,Cantrell Road,regular
11564841,cfcc,A41,tiger
11564841,county,"Bergen, NJ",tiger
11564841,name_base,Cantrell,tiger
11564841,name_type,Rd,tiger
11564841,reviewed,no,tiger
11564841,zip_left,07450,tiger
11564841,zip_right,07450,tiger
11567402,name,Pleasant Street,regular
11567402,highway,residential,regular
11567402,cfcc,A41,tiger
11567402,county,"Bergen, NJ",tiger
11567402,reviewed,no,tiger
11567402,name_base,Pleasant,tiger
11567402,name_type,St,tiger
11567757,name,Buttonwood Place,regular
11567757,highway,residential,regular
11567757,cfcc,A41,tiger
11567757,tlid,64366200:64366202,tiger
11567757,county,"Bergen, NJ",tiger
11567757,source,tiger_import_dch_v0.6_20070828,tiger
11567757,reviewed,no,tiger
11567757,zip_left,07458,tiger
11567757,name_base,Buttonwood,tiger
11567757,name_type,Pl,tiger
11567757,separated,no,tiger
11567757,zip_right,07458,tiger
11567757,upload_uuid,bulk_upload.pl-5b68207f-8509-44f2-bf52-94cbb5c7f59c,tiger
11567999,name,Maple Street,regular
11567999,highway,residential,regular
11567999,cfcc,A41,tiger
11567999,county,"Bergen, NJ",tiger
11567999,reviewed,no,tiger
11567999,zip_left,07660,tiger
11567999,name_base,Maple,tiger
11567999,name_type,St,tiger
11567999,zip_right,07660,tiger
11568476,name,Charles Street,regular
11568476,highway,residential,regular
11568476,cfcc,A41,tiger
11568476,county,"Bergen, NJ",tiger
11568476,reviewed,no,tiger
11568476,zip_left,07646,tiger
11568476,name_base,Charles,tiger
11568476,name_type,St,tiger
11568476,zip_right,07646,tiger
11568926,name,Anton Court,regular
11568926,highway,residential,regular
11568926,cfcc,A41,tiger
11568926,county,"Bergen, NJ",tiger
11568926,reviewed,no,tiger
11568926,zip_left,07677,tiger
11568926,name_base,Anton,tiger
11568926,name_type,Ct,tiger
11568926,zip_right,07677,tiger
11569055,name,Highwood Avenue,regular
11569055,highway,residential,regular
11569055,cfcc,A41,tiger
11569055,county,"Bergen, NJ",tiger
11569055,reviewed,no,tiger
11569055,zip_left,07670,tiger
11569055,name_base,Highwood,tiger
11569055,name_type,Ave,tiger
11569055,zip_right,07670,tiger
11569354,name,Edward Court,regular
11569354,highway,residential,regular
11569354,cfcc,A41,tiger
11569354,county,"Bergen, NJ",tiger
11569354,reviewed,no,tiger
11569354,zip_left,07670,tiger
